Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30
Namibia;0;595;595;1983254;1983254;7933254;18250146;386838497;291457136;18858171;21241124;170;160;200;410;360;360;220;220;580;500;470;260;310;380;530;300;430;240
Niger;22880018;10920068;7930012;89130004;60060009;86130023;54870039;102000059;111220061;71060046;94089984;110;170;100;130;110;210;290;260;280;130;190;180;240;240;250;120;110;90
Sao Tome and Principe;0;19992;50006;189995;100015;70001;380001;150016;100017;419995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senegal;631690032;534719995;548610057;34446004;101100012;20194948;111859983;267929479;331244484;359620902;337099962;390;410;570;350;460;500;440;400;540;330;430;410;500;580;840;1570;1610;1530
Seychelles;4190006;3169989;6989996;7650014;8330042;8930014;7490043;10670015;4969151;6976436;10063016;0;10;10;10;10;10;10;100;90;130;20;10;10;20;40;40;40;40
Somalia;80000004;310003;2709993;1449984;519996;2800006;0;90012;0;444;346684;0;20;10;10;40;20;10;20;0;0;10;20;20;0;20;10;10;20
South Africa, Rep.of;2864969987;2818810006;3376010044;4029320041;3446450075;3241200035;3279540001;3229799995;3514170243;3338993778;4127790371;3370;3700;4020;4360;4770;5670;4650;5740;4170;5930;5730;5420;5460;6350;6930;6440;7120;7560
Sudan;555010008;1303019974;1033329996;697670004;71967;803330004;106617;1003473587;1357161524;160590493;1285101334;1780;2240;1190;3900;3990;3630;5010;5790;5650;6600;5720;4120;7960;6900;5940;6410;3050;7050
Asia & Oceania;46113670444;5,06349E+16;5,99591E+15;58192169503;6,01543E+15;5,57156E+15;57770733146;60421246319;6,03295E+15;6,33227E+15;6,81346E+15;79670;82780;77580;90360;90400;90990;100560;102500;105640;119310;131430;141750;146680;154380;167020;172960;198400;202900
Afghanistan;2499996;2499996;2499996;2499996;2499996;2499996;866684;2899976;9999996;15;293334;30;10;40;10;30;20;30;100;60;100;10;50;30;80;120;110;340;390
Armenia;0;0;24999996;24999996;2599999;306370019;542140017;587520024;1043300021;1159420054;1357949997;1820;1830;1790;2110;1980;1710;1880;2120;1840;2010;1910;1880;2070;1940;2010;2070;2070;2050
